Data	Estacao	Turno	TempoEsp	TempExt	URExt	EntExt	NumAves	NumMort	Morte	TotalAves
02/01/2006	verao	noite	01:58:00	20.3	94	64	8	5	0.136	3672
02/01/2006	verao	noite	02:55:00	20.3	94	64	8	3	0.085	3527
02/01/2006	verao	noite	02:18:00	20.3	94	64	8	4	0.109	3672
02/01/2006	verao	noite	02:27:00	20.3	94	64	8	3	0.082	3672
02/01/2006	verao	noite	04:09:00	20.3	94	64	9	3	0.073	4131
02/01/2006	verao	noite	02:09:00	20.3	94	64	8	2	0.058	3456
02/01/2006	verao	noite	04:15:00	20.3	94	64	9	4	0.091	4374
02/01/2006	verao	noite	04:24:00	20.3	94	64	9	3	0.073	4131
02/01/2006	verao	noite	01:57:00	20.3	94	64	8	4	0.103	3888
02/01/2006	verao	noite	01:15:00	20.3	94	64	8	2	0.057	3536
02/01/2006	verao	noite	03:29:00	20.3	94	64	8	2	0.052	3880
02/01/2006	verao	noite	03:46:00	20.3	94	64	9	6	0.137	4374
02/01/2006	verao	manha	01:23:00	19.5	95	63	7	2	0.059	3402
02/01/2006	verao	manha	03:06:00	19.5	95	63	6	5	0.200	2496
02/01/2006	verao	manha	02:58:00	19.5	95	63	8	0	0.000	3888
02/01/2006	verao	manha	04:20:00	19.5	95	63	7	3	0.088	3402
02/01/2006	verao	manha	03:35:00	19.5	95	63	7	2	0.059	3402
02/01/2006	verao	manha	02:21:00	19.5	95	63	7	10	0.334	2996
02/01/2006	verao	manha	01:45:00	19.5	95	63	7	1	0.031	3213
02/01/2006	verao	manha	01:58:00	19.5	95	63	7	2	0.062	3213
02/01/2006	verao	manha	01:49:00	19.5	95	63	7	7	0.218	3213
02/01/2006	verao	tarde	01:31:00	23.1	86	68	7	5	0.147	3402
02/01/2006	verao	tarde	01:42:00	23.1	86	68	7	7	0.206	3402
02/01/2006	verao	tarde	01:30:00	23.1	86	68	7	5	0.156	3213
02/01/2006	verao	tarde	01:20:00	23.1	86	68	7	6	0.200	2998
02/01/2006	verao	tarde	01:34:00	23.1	86	68	7	1	0.029	3402
02/01/2006	verao	tarde	02:14:00	23.1	86	68	7	6	0.187	3213
02/01/2006	verao	tarde	02:28:00	23.1	86	68	6	5	0.182	2754
02/01/2006	verao	tarde	00:48:00	23.1	86	68	7	7	0.251	2794
02/01/2006	verao	tarde	01:18:00	23.1	86	68	7	5	0.156	3213
02/01/2006	verao	tarde	01:50:00	23.1	86	68	8	3	0.085	3523
02/01/2006	verao	tarde	01:48:00	23.1	86	68	7	7	0.206	3402
02/01/2006	verao	tarde	02:12:00	23.1	86	68	7	9	0.280	3213
02/01/2006	verao	tarde	02:20:00	23.1	86	68	6	1	0.035	2892
02/01/2006	verao	tarde	02:08:00	23.1	86	68	7	4	0.141	2835
02/01/2006	verao	tarde	02:00:00	23.1	86	68	8	4	0.109	3672
02/01/2006	verao	tarde	03:55:00	23.1	86	68	7	7	0.206	3402
02/01/2006	verao	tarde	04:35:00	23.1	86	68	7	9	0.298	3017
02/01/2006	verao	noite	04:36:00	20.3	94	64	8	31	0.797	3888
02/01/2006	verao	noite	05:00:00	20.3	94	64	8	33	0.899	3672
02/01/2006	verao	noite	01:17:00	20.3	94	64	7	6	0.176	3402
02/01/2006	verao	noite	08:50:00	20.3	94	64	8	1	0.026	3888
02/01/2006	verao	noite	08:05:00	20.3	94	64	7	5	0.147	3402
02/01/2006	verao	noite	08:35:00	20.3	94	64	7	8	0.235	3402
02/01/2006	verao	noite	07:52:00	20.3	94	64	8	45	1.225	3672
02/01/2006	verao	noite	07:57:00	20.3	94	64	7	6	0.187	3213
02/01/2006	verao	noite	08:00:00	20.3	94	64	8	4	0.123	3256
02/01/2006	verao	noite	07:58:00	20.3	94	64	7	3	0.088	3402
02/01/2006	verao	noite	07:19:00	20.3	94	64	6	2	0.081	2466
03/01/2006	verao	noite	06:07:00	20.3	94	64	8	5	0.136	3672
03/01/2006	verao	noite	06:16:00	20.3	94	64	8	6	0.154	3888
03/01/2006	verao	noite	02:14:00	20.3	94	64	8	14	0.381	3672
03/01/2006	verao	manha	02:17:00	21.0	93	65	8	4	0.107	3752
03/01/2006	verao	manha	01:26:00	21.0	93	65	7	4	0.134	2989
03/01/2006	verao	manha	01:02:00	21.0	93	65	6	2	0.073	2754
03/01/2006	verao	manha	01:19:00	21.0	93	65	8	3	0.077	3888
03/01/2006	verao	manha	01:01:00	21.0	93	65	7	3	0.088	3402
03/01/2006	verao	manha	01:17:00	21.0	93	65	7	2	0.062	3213
03/01/2006	verao	manha	01:25:00	21.0	93	65	7	4	0.132	3024
03/01/2006	verao	manha	04:27:00	21.0	93	65	6	3	0.103	2916
03/01/2006	verao	manha	04:32:00	21.0	93	65	7	2	0.062	3213
03/01/2006	verao	manha	04:48:00	21.0	93	65	7	13	0.383	3395
03/01/2006	verao	manha	04:26:00	21.0	93	65	6	7	0.240	2916
03/01/2006	verao	manha	01:08:00	21.0	93	65	6	18	0.654	2754
03/01/2006	verao	manha	04:18:00	21.0	93	65	6	5	0.171	2916
03/01/2006	verao	manha	04:02:00	21.0	93	65	7	4	0.126	3169
03/01/2006	verao	manha	01:48:00	21.0	93	65	6	4	0.156	2568
03/01/2006	verao	manha	01:23:00	21.0	93	65	6	3	0.109	2754
03/01/2006	verao	manha	04:02:00	21.0	93	65	6	21	0.720	2916
03/01/2006	verao	tarde	03:10:00	25.2	84	72	6	6	0.218	2754
03/01/2006	verao	tarde	03:01:00	25.2	84	72	6	15	0.545	2754
03/01/2006	verao	tarde	01:45:00	25.2	84	72	6	9	0.309	2916
03/01/2006	verao	tarde	01:59:00	25.2	84	72	6	6	0.218	2754
03/01/2006	verao	tarde	02:27:00	25.2	84	72	6	12	0.436	2754
03/01/2006	verao	tarde	02:40:00	25.2	84	72	6	7	0.254	2754
03/01/2006	verao	tarde	03:31:00	25.2	84	72	6	6	0.218	2754
03/01/2006	verao	tarde	03:37:00	25.2	84	72	6	22	0.849	2592
03/01/2006	verao	tarde	03:37:00	25.2	84	72	6	17	0.583	2916
03/01/2006	verao	tarde	03:42:00	25.2	84	72	8	6	0.163	3672
03/01/2006	verao	noite	03:03:00	19.2	95	62	6	7	0.240	2916
03/01/2006	verao	noite	03:37:00	19.2	95	62	6	10	0.363	2754
03/01/2006	verao	noite	03:31:00	19.2	95	62	7	4	0.118	3402
03/01/2006	verao	noite	04:10:00	19.2	95	62	8	13	0.334	3888
03/01/2006	verao	noite	04:01:00	19.2	95	62	6	18	0.701	2568
03/01/2006	verao	noite	01:57:00	19.2	95	62	8	6	0.183	3286
03/01/2006	verao	noite	03:03:00	19.2	95	62	8	9	0.253	3559
03/01/2006	verao	noite	01:31:00	19.2	95	62	8	4	0.109	3672
03/01/2006	verao	noite	02:10:00	19.2	95	62	8	8	0.211	3800
03/01/2006	verao	noite	01:38:00	19.2	95	62	7	7	0.218	3213
03/01/2006	verao	noite	01:18:00	19.2	95	62	7	7	0.206	3402
04/01/2006	verao	noite	07:33:00	19.2	95	62	7	5	0.156	3213
04/01/2006	verao	noite	02:47:00	19.2	95	62	7	6	0.187	3213
04/01/2006	verao	noite	02:30:00	19.2	95	62	7	6	0.198	3024
04/01/2006	verao	noite	03:16:00	19.2	95	62	9	6	0.137	4374
04/01/2006	verao	noite	02:10:00	19.2	95	62	7	3	0.093	3213
04/01/2006	verao	noite	03:06:00	19.2	95	62	9	5	0.114	4374
04/01/2006	verao	noite	01:55:00	19.2	95	62	7	3	0.093	3213
04/01/2006	verao	noite	00:41:00	19.2	95	62	7	3	0.093	3213
04/01/2006	verao	noite	01:31:00	19.2	95	62	9	5	0.114	4374
04/01/2006	verao	manha	00:31:00	18.7	95	61	8	6	0.163	3672
04/01/2006	verao	manha	00:49:00	18.7	95	61	7	2	0.059	3402
04/01/2006	verao	manha	00:35:00	18.7	95	61	8	4	0.109	3672
04/01/2006	verao	manha	01:02:00	18.7	95	61	7	4	0.124	3213
04/01/2006	verao	manha	00:27:00	18.7	95	61	6	5	0.182	2754
04/01/2006	verao	manha	00:38:00	18.7	95	61	7	4	0.132	3024
04/01/2006	verao	manha	00:25:00	18.7	95	61	6	4	0.204	1956
04/01/2006	verao	manha	01:16:00	18.7	95	61	8	4	0.109	3672
04/01/2006	verao	manha	02:10:00	18.7	95	61	8	5	0.136	3672
04/01/2006	verao	manha	01:13:00	18.7	95	61	5	4	0.174	2295
04/01/2006	verao	manha	01:56:00	18.7	95	61	6	10	0.424	2358
04/01/2006	verao	manha	02:14:00	18.7	95	61	7	3	0.093	3213
04/01/2006	verao	manha	02:22:00	18.7	95	61	7	3	0.088	3402
04/01/2006	verao	manha	02:59:00	18.7	95	61	8	4	0.103	3888
04/01/2006	verao	manha	00:35:00	18.7	95	61	6	10	0.343	2916
04/01/2006	verao	manha	03:05:00	18.7	95	61	7	9	0.265	3402
04/01/2006	verao	tarde	01:24:00	22.9	89	68	5	4	0.249	1604
04/01/2006	verao	tarde	02:07:00	22.9	89	68	6	10	0.389	2570
04/01/2006	verao	tarde	02:47:00	22.9	89	68	7	5	0.156	3213
04/01/2006	verao	tarde	03:00:00	22.9	89	68	8	11	0.337	3267
04/01/2006	verao	tarde	03:34:00	22.9	89	68	7	4	0.124	3213
04/01/2006	verao	tarde	02:49:00	22.9	89	68	7	9	0.280	3213
04/01/2006	verao	tarde	03:08:00	22.9	89	68	7	5	0.147	3402
04/01/2006	verao	tarde	02:35:00	22.9	89	68	7	7	0.218	3213
04/01/2006	verao	tarde	00:46:00	22.9	89	68	7	10	0.311	3213
04/01/2006	verao	tarde	03:05:00	22.9	89	68	7	13	0.430	3024
04/01/2006	verao	tarde	02:29:00	22.9	89	68	7	11	0.342	3213
04/01/2006	verao	tarde	02:48:00	22.9	89	68	7	17	0.529	3213
04/01/2006	verao	tarde	02:58:00	22.9	89	68	7	17	0.500	3402
04/01/2006	verao	tarde	03:54:00	22.9	89	68	7	6	0.206	2912
04/01/2006	verao	noite	00:29:00	19.1	95	62	7	11	0.323	3402
04/01/2006	verao	noite	02:17:00	19.1	95	62	7	21	0.671	3129
04/01/2006	verao	noite	02:53:00	19.1	95	62	6	4	0.137	2916
04/01/2006	verao	noite	01:53:00	19.1	95	62	7	8	0.235	3402
04/01/2006	verao	noite	02:03:00	19.1	95	62	6	3	0.103	2916
04/01/2006	verao	noite	02:22:00	19.1	95	62	6	9	0.309	2916
04/01/2006	verao	noite	01:49:00	19.1	95	62	6	7	0.254	2754
04/01/2006	verao	noite	02:00:00	19.1	95	62	6	9	0.309	2916
04/01/2006	verao	noite	01:29:00	19.1	95	62	6	4	0.145	2754
04/01/2006	verao	noite	00:46:00	19.1	95	62	8	8	0.218	3672
05/01/2006	verao	noite	00:29:00	19.1	95	62	8	10	0.257	3888
05/01/2006	verao	noite	00:35:00	19.1	95	62	7	287	8.932	3213
05/01/2006	verao	noite	03:59:00	19.1	95	62	6	4	0.145	2754
05/01/2006	verao	noite	03:52:00	19.1	95	62	8	3	0.082	3672
05/01/2006	verao	noite	04:09:00	19.1	95	62	5	4	0.232	1725
05/01/2006	verao	noite	02:24:00	19.1	95	62	8	3	0.077	3888
05/01/2006	verao	noite	02:18:00	19.1	95	62	9	8	0.206	3888
05/01/2006	verao	noite	03:34:00	19.1	95	62	7	4	0.118	3402
05/01/2006	verao	noite	05:50:00	19.1	95	62	7	5	0.147	3402
05/01/2006	verao	noite	02:25:00	19.1	95	62	9	2	0.048	4131
05/01/2006	verao	noite	05:29:00	19.1	95	62	7	8	0.235	3402
05/01/2006	verao	noite	02:35:00	19.1	95	62	9	4	0.097	4131
05/01/2006	verao	noite	04:14:00	19.1	95	62	7	4	0.118	3402
05/01/2006	verao	manha	04:02:00	17.4	95	59	6	2	0.073	2754
05/01/2006	verao	manha	00:54:00	17.4	95	59	9	3	0.069	4374
05/01/2006	verao	manha	01:22:00	17.4	95	59	9	2	0.046	4374
05/01/2006	verao	manha	04:14:00	17.4	95	59	6	3	0.109	2754
05/01/2006	verao	manha	04:27:00	17.4	95	59	7	2	0.062	3213
05/01/2006	verao	manha	04:48:00	17.4	95	59	6	3	0.103	2916
05/01/2006	verao	manha	00:47:00	17.4	95	59	9	5	0.131	3807
05/01/2006	verao	manha	06:28:00	17.4	95	59	6	7	0.240	2916
05/01/2006	verao	manha	06:48:00	17.4	95	59	6	11	0.399	2754
05/01/2006	verao	manha	07:05:00	17.4	95	59	6	11	0.377	2916
05/01/2006	verao	manha	07:14:00	17.4	95	59	6	4	0.145	2754
05/01/2006	verao	manha	07:06:00	17.4	95	59	6	14	0.508	2754
05/01/2006	verao	manha	03:12:00	17.4	95	59	7	4	0.124	3213
05/01/2006	verao	manha	06:52:00	17.4	95	59	6	6	0.218	2754
05/01/2006	verao	manha	03:05:00	17.4	95	59	7	7	0.218	3213
05/01/2006	verao	manha	01:51:00	17.4	95	59	7	10	0.326	3071
05/01/2006	verao	tarde	01:37:00	19.3	95	62	8	4	0.109	3672
05/01/2006	verao	tarde	04:21:00	19.3	95	62	6	9	0.309	2916
05/01/2006	verao	tarde	04:20:00	19.3	95	62	7	6	0.176	3402
05/01/2006	verao	tarde	04:29:00	19.3	95	62	6	5	0.182	2754
05/01/2006	verao	tarde	04:19:00	19.3	95	62	5	4	0.314	1275
05/01/2006	verao	tarde	05:45:00	19.3	95	62	6	5	0.171	2916
05/01/2006	verao	tarde	05:41:00	19.3	95	62	6	6	0.206	2916
05/01/2006	verao	tarde	02:42:00	19.3	95	62	8	7	0.191	3672
05/01/2006	verao	tarde	05:01:00	19.3	95	62	7	14	0.436	3213
05/01/2006	verao	tarde	04:37:00	19.3	95	62	6	5	0.161	3112
05/01/2006	verao	tarde	04:35:00	19.3	95	62	8	16	0.436	3672
05/01/2006	verao	tarde	04:51:00	19.3	95	62	7	6	0.176	3402
05/01/2006	verao	noite	04:09:00	18.1	95	60	7	4	0.124	3213
05/01/2006	verao	noite	04:10:00	18.1	95	60	7	3	0.093	3213
05/01/2006	verao	noite	03:45:00	18.1	95	60	7	6	0.176	3402
05/01/2006	verao	noite	03:12:00	18.1	95	60	6	5	0.182	2754
05/01/2006	verao	noite	03:31:00	18.1	95	60	7	6	0.187	3213
05/01/2006	verao	noite	03:10:00	18.1	95	60	6	9	0.309	2916
05/01/2006	verao	noite	02:27:00	18.1	95	60	6	6	0.218	2754
05/01/2006	verao	noite	07:13:00	18.1	95	60	6	6	0.206	2916
05/01/2006	verao	noite	07:54:00	18.1	95	60	7	3	0.093	3213
06/01/2006	verao	noite	07:47:00	18.1	95	60	8	2	0.054	3720
06/01/2006	verao	noite	03:39:00	18.1	95	60	9	6	0.145	4131
06/01/2006	verao	noite	03:25:00	18.1	95	60	9	10	0.257	3888
06/01/2006	verao	noite	05:08:00	18.1	95	60	7	6	0.187	3213
06/01/2006	verao	noite	05:46:00	18.1	95	60	7	4	0.124	3213
06/01/2006	verao	noite	03:13:00	18.1	95	60	9	4	0.091	4374
06/01/2006	verao	noite	05:50:00	18.1	95	60	7	11	0.342	3213
06/01/2006	verao	noite	06:14:00	18.1	95	60	7	2	0.062	3213
06/01/2006	verao	noite	01:33:00	18.1	95	60	9	5	0.114	4374
06/01/2006	verao	noite	09:35:00	18.1	95	60	7	4	0.118	3402
06/01/2006	verao	noite	09:36:00	18.1	95	60	7	9	0.265	3402
06/01/2006	verao	manha	07:01:00	18.9	95	61	7	4	0.118	3402
06/01/2006	verao	manha	05:24:00	18.9	95	61	8	8	0.206	3888
06/01/2006	verao	manha	01:26:00	18.9	95	61	9	3	0.073	4131
06/01/2006	verao	manha	01:25:00	18.9	95	61	7	6	0.187	3213
06/01/2006	verao	manha	01:23:00	18.9	95	61	8	4	0.109	3672
06/01/2006	verao	manha	03:23:00	18.9	95	61	7	7	0.206	3402
06/01/2006	verao	manha	05:35:00	18.9	95	61	7	10	0.311	3213
06/01/2006	verao	manha	06:24:00	18.9	95	61	7	7	0.218	3213
06/01/2006	verao	manha	03:25:00	18.9	95	61	8	7	0.203	3456
06/01/2006	verao	manha	06:36:00	18.9	95	61	7	6	0.187	3213
06/01/2006	verao	manha	06:24:00	18.9	95	61	7	7	0.206	3402
06/01/2006	verao	manha	06:17:00	18.9	95	61	8	1	0.103	972
06/01/2006	verao	manha	06:42:00	18.9	95	61	8	58	1.580	3672
06/01/2006	verao	manha	06:58:00	18.9	95	61	7	9	0.265	3402
06/01/2006	verao	tarde	07:12:00	21.7	93	67	8	8	0.218	3672
06/01/2006	verao	tarde	07:48:00	21.7	93	67	7	5	0.165	3024
06/01/2006	verao	tarde	07:28:00	21.7	93	67	7	6	0.196	3059
06/01/2006	verao	tarde	00:55:00	21.7	93	67	7	6	0.176	3402
06/01/2006	verao	tarde	05:48:00	21.7	93	67	5	5	0.231	2160
06/01/2006	verao	tarde	05:58:00	21.7	93	67	7	4	0.124	3213
06/01/2006	verao	tarde	06:20:00	21.7	93	67	7	9	0.280	3213
06/01/2006	verao	tarde	01:40:00	21.7	93	67	7	9	0.265	3402
06/01/2006	verao	tarde	05:37:00	21.7	93	67	7	6	0.176	3402
06/01/2006	verao	tarde	05:59:00	21.7	93	67	5	7	0.288	2430
06/01/2006	verao	noite	03:52:00	18.9	95	61	7	12	0.398	3016
06/01/2006	verao	noite	04:07:00	18.9	95	61	7	12	0.373	3213
06/01/2006	verao	noite	07:26:00	18.9	95	61	7	3	0.088	3402
06/01/2006	verao	noite	07:51:00	18.9	95	61	5	5	0.218	2295
06/01/2006	verao	noite	07:35:00	18.9	95	61	7	2	0.062	3213
06/01/2006	verao	noite	07:18:00	18.9	95	61	7	4	0.118	3402
06/01/2006	verao	noite	07:16:00	18.9	95	61	7	5	0.147	3402
06/01/2006	verao	noite	07:20:00	18.9	95	61	6	2	0.159	1254
06/01/2006	verao	noite	07:09:00	18.9	95	61	6	4	0.136	2931
06/01/2006	verao	noite	07:11:00	18.9	95	61	7	3	0.107	2793
07/01/2006	verao	noite	07:22:00	18.9	95	61	9	4	0.103	3888
07/01/2006	verao	noite	08:19:00	18.9	95	61	9	2	0.048	4131
07/01/2006	verao	noite	07:09:00	18.9	95	61	9	6	0.145	4131
07/01/2006	verao	noite	02:29:00	18.9	95	61	7	4	0.124	3213
07/01/2006	verao	noite	02:47:00	18.9	95	61	7	4	0.124	3213
07/01/2006	verao	noite	03:13:00	18.9	95	61	7	5	0.147	3402
07/01/2006	verao	noite	03:46:00	18.9	95	61	7	4	0.118	3402
07/01/2006	verao	noite	06:42:00	18.9	95	61	7	12	0.373	3213
07/01/2006	verao	noite	07:36:00	18.9	95	61	7	7	0.218	3213
07/01/2006	verao	manha	06:44:00	22.1	88	66	7	13	0.430	3024
07/01/2006	verao	manha	07:01:00	22.1	88	66	7	7	0.206	3402
07/01/2006	verao	manha	07:14:00	22.1	88	66	6	6	0.206	2916
07/01/2006	verao	manha	07:33:00	22.1	88	66	7	6	0.187	3213
07/01/2006	verao	manha	07:22:00	22.1	88	66	7	35	1.005	3483
07/01/2006	verao	manha	07:40:00	22.1	88	66	8	12	0.345	3483
07/01/2006	verao	manha	07:28:00	22.1	88	66	7	20	0.622	3213
07/01/2006	verao	manha	06:04:00	22.1	88	66	7	14	0.412	3402
07/01/2006	verao	manha	06:26:00	22.1	88	66	7	16	0.498	3213
07/01/2006	verao	manha	06:42:00	22.1	88	66	7	14	0.440	3180
07/01/2006	verao	manha	05:37:00	22.1	88	66	6	7	0.278	2520
07/01/2006	verao	tarde	05:12:00	26.6	73	73	7	10	0.294	3402
07/01/2006	verao	tarde	04:49:00	26.6	73	73	7	13	0.382	3402
07/01/2006	verao	tarde	05:02:00	26.6	73	73	7	15	0.534	2807
09/01/2006	verao	noite	02:36:00	22.4	87	67	8	6	0.154	3888
09/01/2006	verao	noite	02:51:00	22.4	87	67	8	6	0.163	3672
09/01/2006	verao	noite	01:21:00	22.4	87	67	8	4	0.109	3672
09/01/2006	verao	noite	01:34:00	22.4	87	67	8	4	0.109	3672
09/01/2006	verao	noite	01:53:00	22.4	87	67	8	7	0.180	3888
09/01/2006	verao	noite	02:06:00	22.4	87	67	8	4	0.103	3888
09/01/2006	verao	noite	01:19:00	22.4	87	67	8	5	0.156	3213
09/01/2006	verao	manha	00:29:00	22.4	87	67	7	2	0.062	3213
09/01/2006	verao	manha	00:35:00	22.4	87	67	8	4	0.103	3872
09/01/2006	verao	manha	00:25:00	22.4	87	67	8	3	0.077	3888
09/01/2006	verao	manha	00:29:00	22.4	87	67	8	5	0.129	3879
09/01/2006	verao	manha	00:22:00	22.4	87	67	8	4	0.109	3672
09/01/2006	verao	manha	00:16:00	22.4	87	67	8	3	0.077	3888
09/01/2006	verao	manha	00:45:00	22.4	87	67	7	6	0.187	3213
09/01/2006	verao	manha	01:53:00	22.4	87	67	7	5	0.147	3402
09/01/2006	verao	manha	02:12:00	22.4	87	67	6	5	0.182	2754
09/01/2006	verao	manha	02:28:00	22.4	87	67	8	2	0.051	3888
09/01/2006	verao	manha	02:52:00	22.4	87	67	8	2	0.054	3672
09/01/2006	verao	manha	01:58:00	22.4	87	67	7	6	0.230	2604
09/01/2006	verao	manha	02:09:00	22.4	87	67	6	3	0.109	2754
09/01/2006	verao	tarde	02:46:00	27.6	70	74	6	6	0.218	2754
09/01/2006	verao	tarde	02:03:00	27.6	70	74	8	8	0.206	3888
09/01/2006	verao	tarde	02:44:00	27.6	70	74	6	10	0.363	2754
09/01/2006	verao	tarde	02:50:00	27.6	70	74	6	4	0.185	2168
09/01/2006	verao	tarde	03:08:00	27.6	70	74	7	8	0.249	3213
09/01/2006	verao	tarde	03:20:00	27.6	70	74	6	6	0.218	2754
09/01/2006	verao	tarde	03:32:00	27.6	70	74	7	12	0.373	3213
09/01/2006	verao	tarde	06:49:00	27.6	70	74	7	10	0.294	3402
09/01/2006	verao	tarde	04:16:00	27.6	70	74	7	16	0.498	3213
09/01/2006	verao	tarde	01:20:00	27.6	70	74	6	9	0.309	2916
09/01/2006	verao	tarde	04:00:00	27.6	70	74	7	18	0.529	3402
09/01/2006	verao	tarde	05:59:00	27.6	70	74	7	9	0.280	3213
09/01/2006	verao	tarde	05:25:00	27.6	70	74	7	73	2.146	3402
09/01/2006	verao	tarde	05:28:00	27.6	70	74	7	37	1.152	3213
09/01/2006	verao	tarde	05:06:00	27.6	70	74	6	21	0.763	2754
09/01/2006	verao	tarde	00:24:00	27.6	70	74	6	231	7.922	2916
09/01/2006	verao	tarde	04:36:00	27.6	70	74	6	13	0.701	1854
09/01/2006	verao	noite	00:22:00	20.4	94	64	7	6	0.176	3402
09/01/2006	verao	noite	04:15:00	20.4	94	64	7	9	0.265	3402
09/01/2006	verao	noite	04:15:00	20.4	94	64	7	6	0.187	3213
09/01/2006	verao	noite	03:48:00	20.4	94	64	7	17	0.500	3402
09/01/2006	verao	noite	03:47:00	20.4	94	64	7	9	0.280	3213
09/01/2006	verao	noite	04:27:00	20.4	94	64	7	22	0.728	3024
09/01/2006	verao	noite	03:19:00	20.4	94	64	6	14	0.363	3852
09/01/2006	verao	noite	06:34:00	20.4	94	64	7	3	0.099	3024
09/01/2006	verao	noite	09:33:00	20.4	94	64	7	2	0.062	3213
09/01/2006	verao	noite	06:15:00	20.4	94	64	7	5	0.156	3213
09/01/2006	verao	noite	06:31:00	20.4	94	64	7	4	0.124	3213
09/01/2006	verao	noite	09:38:00	20.4	94	64	9	3	0.069	4374
10/01/2006	verao	noite	01:21:00	20.4	94	64	6	15	0.514	2916
10/01/2006	verao	noite	05:27:00	20.4	94	64	7	4	0.118	3402
10/01/2006	verao	noite	04:34:00	20.4	94	64	6	5	0.182	2754
10/01/2006	verao	noite	04:45:00	20.4	94	64	7	5	0.170	2933
10/01/2006	verao	noite	07:34:00	20.4	94	64	9	5	0.114	4374
10/01/2006	verao	noite	03:56:00	20.4	94	64	6	6	0.218	2754
10/01/2006	verao	noite	06:36:00	20.4	94	64	9	7	0.160	4374
10/01/2006	verao	noite	03:11:00	20.4	94	64	7	5	0.171	2916
10/01/2006	verao	noite	03:27:00	20.4	94	64	6	5	0.182	2754
10/01/2006	verao	noite	04:10:00	20.4	94	64	6	3	0.109	2754
10/01/2006	verao	manha	04:54:00	23.7	78	68	7	5	0.156	3213
10/01/2006	verao	manha	00:45:00	23.7	78	68	9	1	0.024	4131
10/01/2006	verao	manha	02:42:00	23.7	78	68	7	6	0.176	3402
10/01/2006	verao	manha	04:43:00	23.7	78	68	7	8	0.249	3213
10/01/2006	verao	manha	04:00:00	23.7	78	68	7	17	0.529	3213
10/01/2006	verao	manha	03:28:00	23.7	78	68	7	6	0.198	3024
10/01/2006	verao	manha	03:33:00	23.7	78	68	7	7	0.218	3213
10/01/2006	verao	manha	03:47:00	23.7	78	68	7	4	0.124	3213
10/01/2006	verao	manha	05:17:00	23.7	78	68	7	7	0.206	3402
10/01/2006	verao	manha	04:41:00	23.7	78	68	7	5	0.156	3213
10/01/2006	verao	manha	04:53:00	23.7	78	68	7	6	0.176	3402
10/01/2006	verao	manha	04:56:00	23.7	78	68	7	5	0.156	3213
10/01/2006	verao	tarde	04:41:00	28.6	57	72	8	5	0.129	3888
10/01/2006	verao	tarde	05:52:00	28.6	57	72	7	11	0.323	3402
10/01/2006	verao	tarde	05:21:00	28.6	57	72	7	15	0.467	3213
10/01/2006	verao	tarde	05:01:00	28.6	57	72	7	7	0.209	3353
10/01/2006	verao	tarde	05:05:00	28.6	57	72	7	15	0.467	3213
10/01/2006	verao	tarde	05:33:00	28.6	57	72	7	158	4.918	3213
10/01/2006	verao	tarde	05:27:00	28.6	57	72	7	42	1.235	3402
10/01/2006	verao	tarde	04:35:00	28.6	57	72	7	22	0.685	3213
10/01/2006	verao	tarde	00:36:00	28.6	57	72	7	192	5.580	3441
10/01/2006	verao	noite	03:46:00	20.6	89	64	7	25	0.735	3402
10/01/2006	verao	noite	04:00:00	20.6	89	64	7	26	0.860	3024
10/01/2006	verao	noite	02:51:00	20.6	89	64	7	3	0.106	2821
10/01/2006	verao	noite	02:34:00	20.6	89	64	6	7	0.254	2754
10/01/2006	verao	noite	03:16:00	20.6	89	64	7	9	0.280	3213
10/01/2006	verao	noite	02:56:00	20.6	89	64	7	5	0.147	3402
10/01/2006	verao	noite	02:31:00	20.6	89	64	7	8	0.235	3402
10/01/2006	verao	noite	02:23:00	20.6	89	64	7	9	0.280	3213
11/01/2006	verao	noite	01:14:00	20.6	89	64	9	5	0.121	4131
11/01/2006	verao	noite	04:35:00	20.6	89	64	6	3	0.103	2916
11/01/2006	verao	noite	04:35:00	20.6	89	64	9	3	0.069	4374
11/01/2006	verao	noite	03:59:00	20.6	89	64	5	4	0.252	1585
11/01/2006	verao	noite	03:03:00	20.6	89	64	8	13	0.354	3672
11/01/2006	verao	noite	01:46:00	20.6	89	64	8	3	0.082	3672
11/01/2006	verao	noite	02:00:00	20.6	89	64	9	6	0.145	4131
11/01/2006	verao	noite	03:06:00	20.6	89	64	7	3	0.088	3402
11/01/2006	verao	noite	01:43:00	20.6	89	64	9	6	0.145	4131
11/01/2006	verao	noite	03:09:00	20.6	89	64	7	4	0.132	3024
11/01/2006	verao	manha	00:40:00	23.9	76	68	9	9	0.231	3888
11/01/2006	verao	manha	01:43:00	23.9	76	68	9	6	0.206	2916
11/01/2006	verao	manha	02:24:00	23.9	76	68	6	2	0.073	2754
11/01/2006	verao	manha	02:28:00	23.9	76	68	9	3	0.073	4131
11/01/2006	verao	manha	02:47:00	23.9	76	68	8	4	0.103	3888
11/01/2006	verao	manha	02:47:00	23.9	76	68	6	7	0.240	2916
11/01/2006	verao	manha	04:01:00	23.9	76	68	6	8	0.290	2754
11/01/2006	verao	manha	04:05:00	23.9	76	68	6	3	0.109	2754
11/01/2006	verao	manha	03:53:00	23.9	76	68	7	7	0.206	3402
